alert_id,station_name,river_name,alert_type,severity,risk_score,risk_category,violation_reasons,top_model_drivers,rule_explanation,shap_explanation,historical_context_if_available,recommended_action
f0836576,"Kanhan river at U/s of M/s Vidarbha Paper Mills, Village. Sinora, Taluka. Parseoni, District. Nagpur.",Kanhan,Regulatory Violation | ML Non-Compliance,High,0.79,Low Risk,BOD (3.5 > 3); pH (8.6 not in 6.5-8.5),,Non-compliant because BOD is 3.50 mg/L (above 3); pH is 8.60 (outside 6.5-8.5). Risk category: Low Risk.,,None,Monitor closely and verify at next sampling cycle
7ab42b2c,"Kanhan river at D/s of M/s Vidarbha Paper Mills,  Village. Sinora, Taluka. Parseoni, District. Nagpur.",Kanhan,Regulatory Violation | ML Non-Compliance,High,1.56,Low Risk,BOD (4.4 > 3); pH (8.6 not in 6.5-8.5),,Non-compliant because BOD is 4.40 mg/L (above 3); pH is 8.60 (outside 6.5-8.5). Risk category: Low Risk.,,None,Monitor closely and verify at next sampling cycle
6c3a72fb,"Kanhan river at D/s of Nagpur, Village. Agargaon, Taluka. Kuhi, District. Nagpur.",Kanhan,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,0.51,Low Risk,BOD (3.6 > 3),,Non-compliant because BOD is 3.60 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
4af3fa5a,"Wainganga river after confluence with Kanhan river, Village. Ambhora,Taluka. Kuhi, District. Nagpur.",Wainganga,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,0.68,Low Risk,BOD (3.8 > 3),,Non-compliant because BOD is 3.80 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
9d0540e9,"Wena river at D/s of Mohata Mills, near  bridge on Hinganghat. Wadner road,  Village. Hinganghat, Taluka. Hinganghat,  District. Wardha.",Wena,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,0.17,Low Risk,BOD (3.2 > 3),,Non-compliant because BOD is 3.20 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
0ca1f1f1,"Nag river near ambazari lake, Dist- Nagpur",Nag,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,1.36,Low Risk,BOD (4.6 > 3),,Non-compliant because BOD is 4.60 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
a7f406bc,Nag river  near bhandewadi bridge Dist- Nagpur,Nag,Regulatory Violation | ML Non-Compliance | High Risk Score | Persistent Hotspot,Severe,62.79,High Risk,DO (0.3 < 5); BOD (32.6 > 3),,Non-compliant because DO is 0.30 mg/L (below 5); BOD is 32.60 mg/L (above 3). Risk category: High Risk.,,None,Dispatch immediate field monitoring team
cc8b87ea,"Nag river  near asoli road bridge, bhandara road, Dist- Nagpur",Nag,Regulatory Violation | ML Non-Compliance | High Risk Score | Persistent Hotspot,Severe,56.15,High Risk,DO (0.3 < 5); BOD (24.8 > 3),,Non-compliant because DO is 0.30 mg/L (below 5); BOD is 24.80 mg/L (above 3). Risk category: High Risk.,,None,Dispatch immediate field monitoring team
c39010a8,"Pilli river  near wanjara layout, kamptee road, Dist-Nagpur",Pilli,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,39.68,Moderate Risk,DO (1.2 < 5); BOD (13.9 > 3),,Non-compliant because DO is 1.20 mg/L (below 5); BOD is 13.90 mg/L (above 3). Risk category: Moderate Risk.,,None,Dispatch immediate field monitoring team
08bb7e03,"Pilli river  near, vill-mankapur on koradi road, Dist- Nagpur",Pilli,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,34.18,Moderate Risk,DO (1.6 < 5); BOD (11.2 > 3),,Non-compliant because DO is 1.60 mg/L (below 5); BOD is 11.20 mg/L (above 3). Risk category: Moderate Risk.,,None,Dispatch immediate field monitoring team
398afe77,"Wainganga river at D/s of Ellora Paper Mills, Village. Tumsar, Taluka. Tumsar, District. Bhandara.",Wainganga,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,1.36,Low Risk,BOD (4.6 > 3),,Non-compliant because BOD is 4.60 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
d09f3497,"Wainganga river at U/s of Ellora Paper Mills, Village. Tumsar, Taluka. Tumsar, District. Bhandara.",Wainganga,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,0.43,Low Risk,BOD (3.5 > 3),,Non-compliant because BOD is 3.50 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
b4d75a60,"Wainganga river at kardha bridge, D/S of bhandara city, Dist- Bhandara",Wainganga,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,1.28,Low Risk,BOD (4.5 > 3),,Non-compliant because BOD is 4.50 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
f667ba45,"Gosekhurd Dam village - Gosekhurd, pauni, Dist- Bhandara",Gosekhurd,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,0.51,Low Risk,BOD (3.6 > 3),,Non-compliant because BOD is 3.60 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
2f5c882b,"Wainganga river at Ashti, Village. Ashti, Taluka. Gondpipri, District.Chandrapur.",Wainganga,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,0.17,Low Risk,BOD (3.2 > 3),,Non-compliant because BOD is 3.20 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
054f70ac,"Wardha river at confluence point of Penganga & Wardha. Village. Jugad, Taluka. Wani, District. Yavatmal.",Wardha,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,0.17,Low Risk,BOD (3.2 > 3),,Non-compliant because BOD is 3.20 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
98d12ca8,"Wardha river at D/s of ACC Ltd. Ghuggus near WCL pump house, Village. Ghuggus, Taluka. Chandrapur, District. Chandrapur.",Wardha,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,0.68,Low Risk,BOD (3.8 > 3),,Non-compliant because BOD is 3.80 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
f1e90ea8,"Wainganga river at U/s of Gaurav Paper Mills, near jackwell,  Village. Bramhpuri, Taluka. Chandrapur, District. Chandrapur.",Wainganga,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,1.28,Low Risk,BOD (4.5 > 3),,Non-compliant because BOD is 4.50 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
20fd46c5,"Wainganga river at D/s of Gaurav Paper Mills, near jackwell,  Village. Bramhpuri, Taluka. Chandrapur, District. Chandrapur.",Wainganga,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,1.62,Low Risk,BOD (4.9 > 3),,Non-compliant because BOD is 4.90 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
ccd0cfb4,"Penganga river near water supply scheme of Umarkhed M.C., Village. Belkhed,Taluka. Umarkhed, District. Yavatmal.",Penganga,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,0.51,Low Risk,BOD (3.6 > 3),,Non-compliant because BOD is 3.60 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
056b782b,"Penganga river D/s of Isapur Dam, Village. Isapur,Taluka. Pusad,District. Yavatmal.",Penganga,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,0.6,Low Risk,BOD (3.7 > 3),,Non-compliant because BOD is 3.70 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
3cc8f42e,"Wardha river at D/s of Erai river at Hadasti near Arun Engg. Works, Village. Hadasti, Taluka. Chandrapur, District. Chandrapur.",Wardha,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,0.6,Low Risk,BOD (3.7 > 3),,Non-compliant because BOD is 3.70 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
2ba63c06,"Wardha river at U/s of Erai river at Hadasti near Arun Engg. Works, Village. Hadasti, Taluka. Chandrapur, District. Chandrapur.",Wardha,Regulatory Violation | ML Non-Compliance,High,0.43,Low Risk,BOD (3.5 > 3),,Non-compliant because BOD is 3.50 mg/L (above 3). Risk category: Low Risk.,,None,Monitor closely and verify at next sampling cycle
f9f9de4f,"Wardha river at U/s of ACC Ltd. Ghuggus near WCL pump house, Village. Ghuggus, Taluka. Chandrapur, District. Chandrapur.",Wardha,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,0.51,Low Risk,BOD (3.6 > 3),,Non-compliant because BOD is 3.60 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
3500732e,"Wardha river at Rajura bridge, Village. Rajura, Taluka. Chandrapur, District. Chandrapur.",Wardha,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,0.26,Low Risk,BOD (3.3 > 3),,Non-compliant because BOD is 3.30 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
8b42329c,"Godavari river at U/s of Gangapur Dam, Village. Gangapur,Taluka. Nashik, District. Nashik.",Godavari,Regulatory Violation | ML Non-Compliance,High,6.79,Low Risk,DO (4.3 < 5); BOD (4.4 > 3),,Non-compliant because DO is 4.30 mg/L (below 5); BOD is 4.40 mg/L (above 3). Risk category: Low Risk.,,None,Monitor closely and verify at next sampling cycle
3239d900,"Godavari river at Ramkund, Village. Panchavati, Taluka. Nashik, District. Nashik.",Godavari,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,10.55,Low Risk,DO (4.0 < 5); BOD (6.0 > 3),,Non-compliant because DO is 4.00 mg/L (below 5); BOD is 6.00 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
4731f57a,"Godavari river at D/s of Nashik near Amardham, Village. GadgebabaMaharaj Nagar, Taluka . Nashik, District. Nashik.",Godavari,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,10.29,Low Risk,DO (4.1 < 5); BOD (6.2 > 3); pH (8.6 not in 6.5-8.5),,Non-compliant because DO is 4.10 mg/L (below 5); BOD is 6.20 mg/L (above 3); pH is 8.60 (outside 6.5-8.5). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
94791990,"Godavari river near Someshwar Temple, Village. Someshwar, Taluka. Nashik, District. Nashik.",Godavari,Regulatory Violation,High,2.18,Low Risk,pH (9.1 not in 6.5-8.5),,Non-compliant because pH is 9.10 (outside 6.5-8.5). Risk category: Low Risk.,,None,Monitor closely and verify at next sampling cycle
943a9a61,"Chikhali nallah meets Godavari river, Village. Chikhali, Taluka. Nashik, District. Nashik.",Chikhali Nallah Meets Godavari,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,20.94,Low Risk,DO (3.0 < 5); BOD (8.8 > 3),,Non-compliant because DO is 3.00 mg/L (below 5); BOD is 8.80 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
e17704a7,"Godavari river at Hanuman Ghat, Village. Nashik city, Taluka. Nashik, District. Nashik.",Godavari,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,3.13,Low Risk,DO (4.8 < 5); BOD (4.8 > 3),,Non-compliant because DO is 4.80 mg/L (below 5); BOD is 4.80 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
72e58375,"Godavari river at Tapovan,Village. Tapovan, Taluka. Nashik, District. Nashik.",Godavari,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,1.36,Low Risk,BOD (4.6 > 3),,Non-compliant because BOD is 4.60 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
c721902f,"Godavari river at Kapila. Godavari confluence point,  Village. Tapovan, Taluka. Nashik, District. Nashik.",Godavari,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,6.37,Low Risk,DO (4.8 < 5); BOD (8.6 > 3),,Non-compliant because DO is 4.80 mg/L (below 5); BOD is 8.60 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
e7d1886c,"Godavari river at Saikheda village,  Village. Saikheda, Taluka. Niphad, District. Nashik.",Godavari,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,0.17,Low Risk,BOD (3.2 > 3),,Non-compliant because BOD is 3.20 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
7554859c,"Godavari river at Nandur.Madhmeshwar Dam, Village. Nandur, Taluka. Niphad, District. Nashik.",Godavari,Regulatory Violation | ML Non-Compliance,High,4.1,Low Risk,BOD (4.4 > 3); pH (9.3 not in 6.5-8.5),,Non-compliant because BOD is 4.40 mg/L (above 3); pH is 9.30 (outside 6.5-8.5). Risk category: Low Risk.,,None,Monitor closely and verify at next sampling cycle
a593e528,"Darna river at Chehedi water works (pumping station), Village. Chehedi, Taluka. Nashik, District. Nashik.",Darna,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,4.44,Low Risk,DO (4.7 < 5); BOD (5.4 > 3),,Non-compliant because DO is 4.70 mg/L (below 5); BOD is 5.40 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
65549b51,"Darna river at Aswali ( Darna Dam),Village. Aswali,Taluka. Igatpuri,District. Nashik.",Darna,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,0.17,Low Risk,BOD (3.2 > 3),,Non-compliant because BOD is 3.20 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
4ae6c8b7,"Darna river at MES site pumping station, Village. Bhagur, Taluka. Nashik, District. Nashik.",Darna,Regulatory Violation | ML Non-Compliance,High,1.53,Low Risk,BOD (4.8 > 3),,Non-compliant because BOD is 4.80 mg/L (above 3). Risk category: Low Risk.,,None,Monitor closely and verify at next sampling cycle
26ffac26,"Darna river at Bhagur pumping station near Pandhurli bridge, Village. Bhagur,Taluka. Nashik,District. Nashik.",Darna,Regulatory Violation | ML Non-Compliance,High,1.53,Low Risk,BOD (4.8 > 3),,Non-compliant because BOD is 4.80 mg/L (above 3). Risk category: Low Risk.,,None,Monitor closely and verify at next sampling cycle
2d2ddbd8,"Darna river at Sansari, Village. Sansari,Taluka. Nashik,District. Nashik.",Darna,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,5.41,Low Risk,DO (4.6 < 5); BOD (5.6 > 3),,Non-compliant because DO is 4.60 mg/L (below 5); BOD is 5.60 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
9f6a5f06,"Girna river at Malegaon road bridge, Village. Malegaon, Taluka. Malegaon, District. Nashik.",Girna,Low Confidence Data,Info,0.0,Unknown,,,"Insufficient core data (DO, BOD, pH all missing) to evaluate compliance.",,None,Monitor closely and verify at next sampling cycle
a7e1a63e,"Tapi river at U/s, Bhusawal,Village. Bhusawal Railway Colony, Taluka. Bhusawal, District. Jalgaon.",Tapi,Regulatory Violation | ML Non-Compliance,High,4.24,Low Risk,DO (4.6 < 5); BOD (3.8 > 3); pH (8.6 not in 6.5-8.5),,Non-compliant because DO is 4.60 mg/L (below 5); BOD is 3.80 mg/L (above 3); pH is 8.60 (outside 6.5-8.5). Risk category: Low Risk.,,None,Monitor closely and verify at next sampling cycle
5880ae30,"Tapi river at Ajnad village, Village.Ajnad , Taluka. Raver, District.Jalgaon.",Tapi,Regulatory Violation | ML Non-Compliance,High,0.51,Low Risk,BOD (3.6 > 3),,Non-compliant because BOD is 3.60 mg/L (above 3). Risk category: Low Risk.,,None,Monitor closely and verify at next sampling cycle
e9ac416f,"Bori river, D/S of Amalner, Village. Amalner, Taluka. Jalgaon, District. Jalgaon.",Bori,Low Confidence Data,Info,0.0,Unknown,,,"Insufficient core data (DO, BOD, pH all missing) to evaluate compliance.",,None,Monitor closely and verify at next sampling cycle
bab17347,"Hiwara river at  D/S of Pachora, Village. Pachora,Taluka. Jalgaon,District. Jalgaon.",Hiwara,Low Confidence Data,Info,0.0,Unknown,,,"Insufficient core data (DO, BOD, pH all missing) to evaluate compliance.",,None,Monitor closely and verify at next sampling cycle
742ebcfe,"Mor river  near Padalashe, Village. Padalashe,Taluka. Jalgaon, District. Jalgaon.",Mor,Low Confidence Data,Info,0.0,Unknown,,,"Insufficient core data (DO, BOD, pH all missing) to evaluate compliance.",,None,Monitor closely and verify at next sampling cycle
825c8b3b,"Titur river at  D/S of Chalisgaon, Village. Chalisgaon,Taluka. Jalgaon,District. Jalgaon.",Titur,Low Confidence Data,Info,0.0,Unknown,,,"Insufficient core data (DO, BOD, pH all missing) to evaluate compliance.",,None,Monitor closely and verify at next sampling cycle
fe918e91,"Waghur river at. Sakegaon before Confluence with Tapi river, Village. Sakegaon,Taluka. Jalgaon,District. Jalgaon.",Waghur,Regulatory Violation | ML Non-Compliance,High,1.24,Low Risk,BOD (3.6 > 3); pH (8.7 not in 6.5-8.5),,Non-compliant because BOD is 3.60 mg/L (above 3); pH is 8.70 (outside 6.5-8.5). Risk category: Low Risk.,,None,Monitor closely and verify at next sampling cycle
1d0c709a,"Girna river at Jalgaon at intake of Girna pump huose, Village. Girna pump house area, Taluka. Jalgaon, District. Jalgaon.",Girna,Regulatory Violation | ML Non-Compliance,High,1.92,Low Risk,BOD (4.4 > 3); pH (8.7 not in 6.5-8.5),,Non-compliant because BOD is 4.40 mg/L (above 3); pH is 8.70 (outside 6.5-8.5). Risk category: Low Risk.,,None,Monitor closely and verify at next sampling cycle
07bf27ce,"Tapi river at Ubad village near Gujratborder, Village. Ubad, Taluka. Shahada, District. Nandurbar.",Tapi,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,8.95,Low Risk,DO (4.2 < 5); BOD (6.0 > 3),,Non-compliant because DO is 4.20 mg/L (below 5); BOD is 6.00 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
9671ecee,"Amravati river at D/s. of Dondaicha, Village. Dondaicha, Taluka. Dhule, District. Dhule.",Amravati,Low Confidence Data,Info,0.0,Unknown,,,"Insufficient core data (DO, BOD, pH all missing) to evaluate compliance.",,None,Monitor closely and verify at next sampling cycle
8c20933a,"Burai river before confluence to Tapi river, Village. Mukudas, Taluka. Dhule, District. Dhule.",Burai,Low Confidence Data,Info,0.0,Unknown,,,"Insufficient core data (DO, BOD, pH all missing) to evaluate compliance.",,None,Monitor closely and verify at next sampling cycle
77cb874d,"Gomai river D/s. of Shahada, Village. Shahada,Taluka. Dhule,District. Dhule.",Gomai,Regulatory Violation | ML Non-Compliance,High,12.94,Low Risk,DO (4.0 < 5); BOD (8.8 > 3),,Non-compliant because DO is 4.00 mg/L (below 5); BOD is 8.80 mg/L (above 3). Risk category: Low Risk.,,None,Monitor closely and verify at next sampling cycle
9d214c45,"Kan river at Sakri water works, Village. Sakri, Taluka. Dhule, District. Dhule.",Kan,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,1.02,Low Risk,BOD (4.2 > 3),,Non-compliant because BOD is 4.20 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
27a44be7,"Panzara river, Near Panzarakan SSK Ltd, Village. Panzara,Taluka. Dhule, District. Dhule.",Panzara,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,0.85,Low Risk,BOD (4.0 > 3),,Non-compliant because BOD is 4.00 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
9dd58a08,"Rangavali river at D/s of Navapur near Rangavali bridge, Village. Navapur, Taluka. Navapur, District. Nandurbar.",Rangavali,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,0.85,Low Risk,BOD (4.0 > 3),,Non-compliant because BOD is 4.00 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
2f245892,"Nira river at Sarola bridge, Village. Sarola, Taluka.Bhor, District. Pune.",Nira,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,6.72,Low Risk,DO (4.5 < 5); BOD (6.2 > 3),,Non-compliant because DO is 4.50 mg/L (below 5); BOD is 6.20 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
7f1e1b55,"Mutha river at Sangam bridge near Ganapathyghat, Village . Shivaji Nagar,  Taluka. Pune, District. Pune.",Mutha,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,41.23,Moderate Risk,DO (2.4 < 5); BOD (27.0 > 3),,Non-compliant because DO is 2.40 mg/L (below 5); BOD is 27.00 mg/L (above 3). Risk category: Moderate Risk.,,None,Dispatch immediate field monitoring team
c0a6c192,"Mula - Mutha river at Mundhawa bridge,Village. Mundhawa,Taluka. Haweli,District. Pune.",River,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,15.29,Low Risk,DO (4.1 < 5); BOD (12.5 > 3),,Non-compliant because DO is 4.10 mg/L (below 5); BOD is 12.50 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
0129ec73,"Mula river at Aundh bridge, Village. Aundhgaon,Taluka. Haweli, District. Pune.",Mula,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,10.77,Low Risk,DO (4.1 < 5); BOD (7.2 > 3),,Non-compliant because DO is 4.10 mg/L (below 5); BOD is 7.20 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
cd4c1d4f,"Mula river at Harrison bridge near Mula.Pawana sangam, Village. Bopodi,Taluka. Haweli, District. Pune.",Mula,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,8.2,Low Risk,DO (4.4 < 5); BOD (7.0 > 3),,Non-compliant because DO is 4.40 mg/L (below 5); BOD is 7.00 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
cfda765a,"Nira river at D/s of Jubilant Organosis,  Village. Nimbut, Taluka. Baramati, District. Pune.",Nira,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,1.7,Low Risk,BOD (5.0 > 3),,Non-compliant because BOD is 5.00 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
b508e871,"Nira river at U/s of Jubilant Organosis, Village. Nira (Dattaghat),Taluka. Baramati, District. Pune.",Nira,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,0.68,Low Risk,BOD (3.8 > 3),,Non-compliant because BOD is 3.80 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
d0d7cf50,"Bhima river. Backwater of Ujani Dam, near raw water pump house, Village. Kumbargaon, Taluka. Indapur, District. Pune.",Bhima,Regulatory Violation | ML Non-Compliance,High,8.26,Low Risk,DO (4.5 < 5); BOD (8.0 > 3),,Non-compliant because DO is 4.50 mg/L (below 5); BOD is 8.00 mg/L (above 3). Risk category: Low Risk.,,None,Monitor closely and verify at next sampling cycle
9e035ca4,"Mutha river near Veer Savarkar Bhavan, Village. Pune  M.C, Taluka. Pune, District .Pune.",Mutha,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,43.68,Moderate Risk,DO (2.2 < 5); BOD (28.0 > 3),,Non-compliant because DO is 2.20 mg/L (below 5); BOD is 28.00 mg/L (above 3). Risk category: Moderate Risk.,,None,Dispatch immediate field monitoring team
fc39842e,"Mutha river at Deccan bridge, Village. Deccan,Taluka. Pune, District. Pune.",Mutha,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,44.48,Moderate Risk,DO (2.1 < 5); BOD (28.0 > 3),,Non-compliant because DO is 2.10 mg/L (below 5); BOD is 28.00 mg/L (above 3). Risk category: Moderate Risk.,,None,Dispatch immediate field monitoring team
fd8d62eb,"Bhima river at Pune (Mutha river) at U/s of Vithalwadi near Shankar Mandir, Village. Vithalwadi, Taluka. Haweli, District. Pune.",Bhima,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,49.17,Moderate Risk,DO (1.3 < 5); BOD (26.0 > 3),,Non-compliant because DO is 1.30 mg/L (below 5); BOD is 26.00 mg/L (above 3). Risk category: Moderate Risk.,,None,Dispatch immediate field monitoring team
ed653e30,"Bhima river at D/s of Bundgarden, Village . Yerwada,Taluka. Haweli, District. Pune.",Bhima,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,17.31,Low Risk,DO (3.9 < 5); BOD (13.0 > 3),,Non-compliant because DO is 3.90 mg/L (below 5); BOD is 13.00 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
7964dc23,"Bhima river after confluence with Mula.Mutha at Pargaon near Vasant Bandara,Village. Pargaon,Taluka. Daund, District. Pune.",Bhima,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,23.34,Low Risk,DO (3.2 < 5); BOD (13.5 > 3),,Non-compliant because DO is 3.20 mg/L (below 5); BOD is 13.50 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
3ef997a4,"Bhima river at Daund near Mahadev temple,Village. Daund, Taluka. Daund, District. Pune.",Bhima,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,17.26,Low Risk,DO (3.8 < 5); BOD (12.0 > 3),,Non-compliant because DO is 3.80 mg/L (below 5); BOD is 12.00 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
2f47b154,"Mutha river at Khadakvasla Dam, Village. Khadakvasla,Taluka. Haweli, District. Pune.",Mutha,Regulatory Violation | ML Non-Compliance,High,0.34,Low Risk,BOD (3.4 > 3),,Non-compliant because BOD is 3.40 mg/L (above 3). Risk category: Low Risk.,,None,Monitor closely and verify at next sampling cycle
5b20a9e2,"Indrayani river at D/s of Alandigaon, Village. Alandigaon, Taluka. Haweli, District. Pune.",Indrayani,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,2.72,Low Risk,BOD (6.2 > 3),,Non-compliant because BOD is 6.20 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
291b91f3,"Bhima river at Koregaon near Koregaon bridge, Village. Koregaon,Taluka. Shirur, District. Pune.",Bhima,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,1.02,Low Risk,BOD (4.2 > 3),,Non-compliant because BOD is 4.20 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
12c187ee,"Ghod river at Shirur, Village. Shirur,Taluka. Shirur,District. Pune.",Ghod,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,0.51,Low Risk,BOD (3.6 > 3),,Non-compliant because BOD is 3.60 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
c253bbe6,"Indrayani river at D/s of Moshi village. Village. Moshi,  Taluka. Haweli, District. Pune.",Indrayani,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,9.34,Low Risk,DO (4.3 < 5); BOD (7.4 > 3),,Non-compliant because DO is 4.30 mg/L (below 5); BOD is 7.40 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
29a51187,"Indrayani river at U/s of Moshigaon,Village. Moshi, Taluka. Haweli, District. Pune.",Indrayani,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,2.89,Low Risk,BOD (6.4 > 3),,Non-compliant because BOD is 6.40 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
0489c873,"Mula.Mutha river at D/s of Theur, Village. Theur, Taluka. Haweli, District. Pune.",Mula.Mutha,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,4.09,Low Risk,BOD (7.8 > 3),,Non-compliant because BOD is 7.80 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
